transaction_id,amount,transaction_type,sender_bank,receiver_bank,device_type,hour_of_day,day_of_week,transaction_freq_1hr,location_distance_km,new_device,failed_attempts,account_age_days,pin_changed_recently,is_weekend,timestamp,is_fraud,risk_score,upi_id,source
TXN000206,624.28,Recharge,Axis,PNB,Android,4,4,1,89.5,0,0,2294,0,0,2024-07-05 04:24:00,0,,,
TXN000207,36017.19,Shopping,SBI,BOI,Android,10,4,2,59.7,0,0,764,0,0,2024-02-09 10:36:00,0,,,
TXN000208,43302.95,Bill Payment,Axis,Canara,iOS,17,5,0,276.5,1,0,1224,0,1,2024-06-08 17:20:00,0,,,
TXN000209,24673.1,Shopping,PNB,SBI,iOS,17,2,4,380.2,0,0,1709,1,0,2024-04-10 17:46:00,0,,,
TXN000210,148595.58,P2M,BOI,PNB,iOS,5,2,20,2903.0,0,4,3,1,0,2024-05-01 05:26:00,1,,,
TXN000211,4254.27,P2M,Kotak,Kotak,iOS,7,5,3,37.4,0,1,2743,0,1,2024-03-09 07:40:00,0,,,
TXN000212,19653.7,Shopping,HDFC,ICICI,Android,18,6,3,136.0,1,0,587,0,1,2024-06-16 18:20:00,0,,,
TXN000213,23308.1,Bill Payment,SBI,Axis,iOS,12,1,1,226.0,0,0,400,0,0,2024-10-01 12:22:00,0,,,
TXN000214,156673.61,Recharge,HDFC,ICICI,Android,16,0,10,577.7,1,5,18,0,0,2024-05-13 16:52:00,1,,,
TXN000215,9.84,Recharge,ICICI,HDFC,iOS,10,0,7,1955.8,1,2,1,0,0,2024-11-18 10:41:00,1,,,
TXN000216,1.46,Recharge,ICICI,SBI,Web,19,6,5,1456.8,1,4,7,0,1,2024-07-21 19:31:00,1,,,
TXN000217,12296.78,Shopping,Axis,SBI,iOS,10,0,4,239.5,1,1,592,0,0,2024-07-29 10:56:00,0,,,
TXN000218,17962.01,P2M,SBI,Kotak,Android,14,3,4,251.2,0,0,136,0,0,2024-09-05 14:22:00,0,,,
TXN000219,23589.5,P2P,Axis,BOI,iOS,11,5,1,50.1,0,1,2215,0,1,2024-10-26 11:14:00,0,,,
TXN000220,49577.18,Shopping,ICICI,Axis,iOS,8,2,2,403.1,0,0,2911,0,0,2024-05-01 08:37:00,0,,,
TXN000221,8786.08,P2M,ICICI,PNB,Web,3,0,4,109.4,0,0,1388,0,0,2024-01-29 03:14:00,0,,,
TXN000222,40123.2,Bill Payment,HDFC,PNB,Web,19,2,1,293.3,0,0,3497,0,0,2024-01-31 19:01:00,0,,,
TXN000223,19785.82,Recharge,PNB,ICICI,Web,7,0,1,487.9,0,1,3273,0,0,2024-06-03 07:20:00,0,,,
TXN000224,34681.08,P2M,ICICI,SBI,Web,20,0,5,294.5,0,1,3036,0,0,2024-07-01 20:14:00,0,,,
TXN000225,19586.16,Recharge,ICICI,PNB,Web,23,3,1,301.2,0,0,2649,0,0,2024-10-17 23:02:00,0,,,
TXN000226,102021.52,Bill Payment,HDFC,SBI,Android,19,0,15,1616.6,1,3,23,1,0,2024-12-09 19:40:00,1,,,
TXN000227,36631.9,P2M,ICICI,Canara,Android,21,1,3,175.6,0,1,3260,0,0,2024-07-30 21:31:00,0,,,
TXN000228,1680.31,P2P,PNB,Canara,Web,2,0,0,170.9,0,0,3028,0,0,2024-05-13 02:06:00,0,,,
TXN000229,191366.34,P2M,HDFC,SBI,iOS,1,1,11,1523.2,1,4,22,1,0,2024-06-18 01:13:00,1,,,
TXN000230,41994.33,P2M,ICICI,Kotak,Android,8,2,3,43.8,0,1,847,0,0,2024-07-03 08:00:00,0,,,
TXN000231,5784.29,Recharge,PNB,ICICI,iOS,17,3,5,132.5,0,1,787,0,0,2024-08-29 17:31:00,0,,,
TXN000232,10000.67,Shopping,SBI,BOI,Web,1,6,8,714.3,1,5,25,1,1,2024-12-22 01:42:00,1,,,
TXN000233,26780.37,Shopping,ICICI,HDFC,iOS,19,5,1,238.1,1,0,2086,0,1,2024-08-31 19:36:00,0,,,
TXN000234,49218.56,P2M,Kotak,PNB,Web,22,0,0,211.7,0,1,857,0,0,2024-04-08 22:08:00,0,,,
TXN000235,3359.93,Shopping,BOI,HDFC,iOS,12,0,2,428.3,0,0,3251,0,0,2024-07-22 12:35:00,0,,,
TXN000236,134989.09,Recharge,Canara,SBI,Android,22,1,8,2464.4,0,5,9,1,0,2024-10-15 22:49:00,1,,,
TXN000237,7201.2,Bill Payment,PNB,SBI,iOS,15,5,0,197.9,0,0,231,0,1,2024-12-21 15:25:00,0,,,
TXN000238,15159.72,Recharge,PNB,Kotak,Web,10,6,5,342.4,0,0,580,0,1,2024-09-08 10:54:00,0,,,
TXN000239,32281.29,P2M,HDFC,Kotak,Web,9,3,3,370.5,0,1,3392,0,0,2024-04-18 09:58:00,0,,,
TXN000240,6791.13,P2P,PNB,Axis,iOS,18,4,1,96.4,0,0,1051,1,0,2024-10-18 18:01:00,0,,,
TXN000241,23216.28,Recharge,PNB,PNB,Android,12,0,0,121.0,0,1,757,0,0,2024-03-04 12:43:00,0,,,
TXN000242,12940.41,P2M,Axis,Kotak,Web,18,4,0,193.3,0,0,3540,0,0,2024-02-16 18:18:00,0,,,
TXN000243,1012.42,Bill Payment,Kotak,BOI,iOS,17,6,3,455.8,0,0,946,0,1,2024-12-15 17:00:00,0,,,
TXN000244,22955.31,Bill Payment,Kotak,Kotak,Web,9,0,4,412.2,0,0,60,0,0,2024-06-03 09:43:00,0,,,
TXN000245,9.9,Shopping,BOI,PNB,Web,8,0,14,970.9,1,3,29,1,0,2024-12-30 08:57:00,1,,,
TXN000246,5.48,Bill Payment,ICICI,ICICI,iOS,11,4,11,1357.9,0,5,30,0,0,2024-01-19 11:37:00,1,,,
TXN000247,69191.62,Bill Payment,Kotak,Canara,Android,22,3,7,1055.6,1,4,14,0,0,2024-06-20 22:41:00,1,,,
TXN000248,43321.0,P2P,ICICI,ICICI,Android,14,2,3,444.7,0,1,2200,0,0,2024-11-13 14:04:00,0,,,
TXN000249,49359.71,P2M,PNB,SBI,Android,19,3,2,431.2,0,0,2027,0,0,2024-08-22 19:09:00,0,,,
TXN000250,10477.02,Recharge,BOI,BOI,iOS,17,1,1,244.8,0,0,560,0,0,2024-10-22 17:48:00,0,,,
TXN000251,1895.89,P2M,Axis,PNB,iOS,9,2,2,378.4,0,0,2801,1,0,2024-07-10 09:00:00,0,,,
TXN000252,107532.57,P2M,ICICI,BOI,Android,9,1,15,1584.2,1,3,11,0,0,2024-05-28 09:29:00,1,,,
TXN000253,36361.17,Bill Payment,SBI,SBI,Web,8,4,4,84.5,0,0,1566,0,0,2024-01-12 08:37:00,0,,,
TXN000254,1.43,P2P,Kotak,ICICI,iOS,10,0,20,2254.7,1,2,10,1,0,2024-10-07 10:16:00,1,,,
TXN000255,5254.66,Shopping,Axis,PNB,Web,16,4,0,392.4,0,0,3216,0,0,2024-03-01 16:18:00,0,,,
TXN000256,8027.08,Recharge,ICICI,HDFC,Web,14,1,3,165.3,1,0,482,0,0,2024-04-16 14:44:00,0,,,
TXN000257,9.14,P2P,HDFC,SBI,Android,23,4,19,625.2,0,4,12,0,0,2024-05-31 23:16:00,1,,,
TXN000258,33171.12,P2M,HDFC,BOI,iOS,8,1,3,477.5,0,0,1556,0,0,2024-07-02 08:57:00,0,,,
TXN000259,13598.94,P2P,ICICI,HDFC,iOS,12,6,3,324.4,0,0,572,0,1,2024-09-01 12:51:00,0,,,
TXN000260,24138.92,P2M,Canara,Canara,Android,14,0,4,189.9,0,0,3563,0,0,2024-08-12 14:11:00,0,,,
TXN000261,22039.99,Shopping,HDFC,BOI,Web,6,6,0,352.3,0,0,2773,0,1,2024-12-01 06:20:00,0,,,
TXN000262,24101.66,P2M,Canara,Canara,Android,16,6,1,419.5,0,0,77,0,1,2024-11-24 16:24:00,0,,,
TXN000263,123747.19,Recharge,Canara,PNB,Android,13,1,17,1508.2,1,5,15,0,0,2024-10-08 13:41:00,1,,,
TXN000264,37264.5,Shopping,Kotak,Axis,Web,1,3,0,278.6,1,0,3273,0,0,2024-07-25 01:26:00,0,,,
TXN000265,47518.25,Recharge,HDFC,HDFC,Web,11,6,1,422.2,0,1,2965,0,1,2024-01-28 11:52:00,0,,,
TXN000266,17074.44,Recharge,HDFC,Kotak,Web,18,2,4,186.9,0,0,2046,0,0,2024-05-29 18:35:00,0,,,
TXN000267,6046.08,Shopping,HDFC,Canara,iOS,18,5,1,358.4,0,1,220,0,1,2024-04-20 18:29:00,0,,,
TXN000268,47809.95,Shopping,ICICI,ICICI,Web,8,3,4,368.1,0,1,3465,0,0,2024-09-12 08:00:00,0,,,
TXN000269,5186.66,Bill Payment,Kotak,Canara,Android,16,2,2,252.1,0,0,1150,0,0,2024-11-06 16:56:00,0,,,
TXN000270,10000.02,P2M,ICICI,PNB,Web,14,6,11,1002.2,1,4,22,1,1,2024-06-09 14:45:00,1,,,
TXN000271,10000.14,Recharge,ICICI,SBI,Web,17,2,14,2693.7,1,2,17,1,0,2024-12-11 17:47:00,1,,,
TXN000272,10000.97,Shopping,Axis,BOI,Android,8,3,14,1010.0,1,4,27,1,0,2024-02-01 08:44:00,1,,,
TXN000273,39843.71,Bill Payment,Axis,Canara,Android,16,4,0,463.2,0,1,2291,0,0,2024-12-20 16:42:00,0,,,
TXN000274,35234.41,P2P,ICICI,ICICI,Web,15,0,5,301.7,0,0,1234,0,0,2024-10-28 15:34:00,0,,,
TXN000275,18866.14,P2M,SBI,ICICI,iOS,12,4,1,80.5,0,0,1383,0,0,2024-10-11 12:16:00,0,,,
TXN000276,38685.31,Shopping,Axis,ICICI,Web,15,2,3,395.0,0,0,3241,0,0,2024-12-04 15:19:00,0,,,
TXN000277,125771.05,P2P,HDFC,PNB,iOS,10,4,15,1327.7,1,5,18,0,0,2024-04-19 10:42:00,1,,,
TXN000278,32116.8,Bill Payment,SBI,PNB,Web,20,5,5,442.8,0,0,1610,0,1,2024-05-04 20:02:00,0,,,
TXN000279,22283.39,P2P,HDFC,Axis,Web,4,4,2,256.9,0,0,3197,0,0,2024-11-29 04:12:00,0,,,
TXN000280,10666.62,P2P,ICICI,SBI,iOS,16,4,4,414.4,0,1,2678,0,0,2024-02-23 16:13:00,0,,,
TXN000281,1903.94,Recharge,BOI,BOI,iOS,6,0,2,279.0,0,0,1089,0,0,2024-04-01 06:50:00,0,,,
TXN000282,10000.28,Bill Payment,Canara,BOI,iOS,1,5,7,1394.3,1,4,26,0,1,2024-10-26 01:02:00,1,,,
TXN000283,1550.65,Bill Payment,SBI,ICICI,Android,8,0,5,195.5,0,1,2627,0,0,2024-04-22 08:08:00,0,,,
TXN000284,135907.79,P2P,ICICI,SBI,Web,9,1,18,2764.1,0,3,8,0,0,2024-06-25 09:13:00,1,,,
TXN000285,27487.73,P2M,HDFC,Kotak,Web,10,6,0,98.7,0,1,1492,0,1,2024-02-04 10:16:00,0,,,
TXN000286,9999.66,Recharge,Kotak,PNB,Android,9,5,16,2519.2,0,4,8,0,1,2024-10-26 09:09:00,1,,,
TXN000287,16584.83,P2M,Axis,Kotak,Web,13,4,2,243.5,0,0,3477,0,0,2024-08-16 13:22:00,0,,,
TXN000288,3832.35,P2P,Kotak,Canara,Web,6,2,4,315.8,0,1,3180,0,0,2024-01-10 06:54:00,0,,,
TXN000289,18297.27,P2P,Axis,ICICI,Web,9,0,2,66.9,0,0,1655,0,0,2024-10-28 09:46:00,0,,,
TXN000290,73883.36,P2P,Axis,PNB,iOS,18,2,6,1047.0,1,2,9,1,0,2024-09-04 18:22:00,1,,,
TXN000291,22737.63,Shopping,ICICI,BOI,Web,4,3,0,351.9,0,1,3449,0,0,2024-11-28 04:20:00,0,,,
TXN000292,29388.06,Bill Payment,Canara,Canara,Web,19,4,2,188.2,0,1,1475,0,0,2024-02-09 19:33:00,0,,,
TXN000293,9999.46,Bill Payment,HDFC,Canara,Web,16,3,10,893.4,1,2,22,1,0,2024-04-18 16:09:00,1,,,
TXN000294,10543.09,P2P,ICICI,SBI,Android,8,0,1,21.6,0,0,581,0,0,2024-07-29 08:01:00,0,,,
TXN000295,9010.08,Shopping,Canara,Canara,Android,21,5,5,9.3,0,1,381,0,1,2024-11-02 21:36:00,0,,,
TXN000296,20544.23,Recharge,HDFC,Axis,iOS,8,4,1,311.6,0,0,2996,0,0,2024-10-25 08:52:00,0,,,
TXN000297,5437.42,Shopping,SBI,HDFC,Android,9,6,3,413.3,0,0,1979,0,1,2024-09-15 09:43:00,0,,,
TXN000298,6525.14,Shopping,BOI,Axis,iOS,15,0,5,324.6,0,1,3613,1,0,2024-01-01 15:57:00,0,,,
TXN000299,19068.01,Shopping,BOI,Kotak,Android,15,6,0,212.7,0,0,3548,0,1,2024-12-22 15:36:00,0,,,
TXN000300,10000.05,Bill Payment,BOI,PNB,Web,0,6,15,1522.1,1,5,21,1,1,2024-12-01 00:13:00,1,,,
TXN000301,34033.48,Shopping,PNB,BOI,Web,17,1,4,241.2,0,1,1069,0,0,2024-07-30 17:35:00,0,,,
TXN000302,9999.46,P2P,HDFC,ICICI,iOS,22,2,17,2465.2,0,2,6,1,0,2024-02-21 22:13:00,1,,,
TXN000303,21774.52,Bill Payment,SBI,ICICI,Web,6,1,0,304.5,0,1,2544,0,0,2024-04-23 06:23:00,0,,,
TXN000304,545.41,P2P,PNB,Axis,Web,18,6,1,16.8,0,0,2549,0,1,2024-09-22 18:18:00,0,,,
TXN000305,9.97,Shopping,PNB,PNB,iOS,16,4,11,1794.4,1,2,18,1,0,2024-07-26 16:37:00,1,,,
TXN000306,48153.23,Bill Payment,PNB,HDFC,Web,13,3,0,130.6,0,0,2318,0,0,2024-07-25 13:36:00,0,,,
TXN000307,43806.89,Bill Payment,Canara,Canara,Web,18,0,5,221.4,0,1,3183,0,0,2024-10-21 18:16:00,0,,,
TXN000308,24103.69,Shopping,SBI,Kotak,Android,10,6,1,338.5,0,1,1719,0,1,2024-07-14 10:40:00,0,,,
TXN000309,19952.54,Bill Payment,ICICI,Axis,iOS,17,0,4,465.7,0,1,925,0,0,2024-06-24 17:04:00,0,,,
TXN000310,11750.72,P2P,HDFC,Canara,Web,9,2,1,101.4,0,1,668,0,0,2024-05-15 09:13:00,0,,,
TXN000311,9.62,Shopping,ICICI,SBI,Web,15,0,13,1727.0,0,4,13,1,0,2024-09-09 15:57:00,1,,,
TXN000312,23921.22,Recharge,PNB,SBI,Android,14,5,3,430.2,0,1,523,0,1,2024-09-14 14:22:00,0,,,
TXN000313,18977.61,Bill Payment,PNB,ICICI,iOS,7,3,2,93.6,0,1,1960,0,0,2024-07-04 07:39:00,0,,,
TXN000314,20960.46,P2P,Kotak,Axis,Web,17,4,3,139.8,0,0,2388,0,0,2024-07-05 17:54:00,0,,,
TXN000315,19050.36,Bill Payment,SBI,BOI,Android,8,6,0,88.3,0,1,3246,0,1,2024-03-17 08:30:00,0,,,
TXN000316,3011.22,Shopping,Kotak,PNB,Android,18,5,5,48.2,0,1,1508,0,1,2024-08-31 18:53:00,0,,,
TXN000317,17561.01,Bill Payment,Canara,Canara,Android,16,2,4,287.9,0,0,3226,0,0,2024-11-06 16:12:00,0,,,
TXN000318,14333.31,Recharge,HDFC,HDFC,Android,15,4,1,320.3,0,1,2615,0,0,2024-03-15 15:55:00,0,,,
TXN000319,15680.97,Bill Payment,Canara,BOI,Android,15,6,4,322.3,0,1,3228,0,1,2024-12-29 15:17:00,0,,,
TXN000320,1164.82,P2P,Canara,SBI,Android,17,2,5,350.3,1,0,1656,0,0,2024-12-04 17:16:00,0,,,
TXN000321,26203.9,Bill Payment,Canara,ICICI,Android,23,4,4,77.6,0,1,1297,0,0,2024-02-23 23:16:00,0,,,
TXN000322,8538.69,Shopping,ICICI,Canara,Web,3,0,2,432.1,0,1,2276,0,0,2024-07-01 03:55:00,0,,,
TXN000323,43865.91,Bill Payment,PNB,BOI,iOS,12,5,4,154.8,0,0,3326,0,1,2024-11-23 12:40:00,0,,,
TXN000324,537.69,P2P,BOI,Kotak,Web,14,6,2,234.6,1,1,3124,0,1,2024-03-10 14:22:00,0,,,
TXN000325,370.83,Bill Payment,HDFC,BOI,Web,11,0,4,218.6,0,1,3423,0,0,2024-07-29 11:56:00,0,,,
TXN000326,38229.27,P2P,ICICI,ICICI,iOS,20,5,2,142.3,0,1,1721,0,1,2024-12-21 20:43:00,0,,,
TXN000327,5.07,Recharge,SBI,Axis,Android,4,2,6,2924.3,1,2,10,1,0,2024-01-10 04:09:00,1,,,
TXN000328,24684.04,P2M,SBI,Kotak,iOS,11,5,3,499.0,0,0,1382,0,1,2024-06-08 11:50:00,0,,,
TXN000329,2.73,P2P,Axis,Canara,iOS,19,6,12,1462.0,0,2,7,1,1,2024-03-03 19:49:00,1,,,
TXN000330,15612.35,Bill Payment,Axis,PNB,Android,11,0,0,372.4,0,0,1067,0,0,2024-11-18 11:46:00,0,,,
TXN000331,10897.23,P2P,SBI,Canara,Web,7,2,2,7.5,0,0,1651,0,0,2024-11-20 07:27:00,0,,,
TXN000332,18576.22,P2M,HDFC,ICICI,iOS,7,3,0,343.0,0,0,274,0,0,2024-03-21 07:31:00,0,,,
TXN000333,49083.97,Bill Payment,SBI,Canara,Web,17,2,3,366.6,1,1,1497,0,0,2024-06-26 17:51:00,0,,,
TXN000334,14742.78,Shopping,ICICI,HDFC,Web,16,6,1,271.8,0,1,1157,0,1,2024-04-07 16:36:00,0,,,
TXN000335,14790.68,Bill Payment,Axis,PNB,Web,10,5,0,388.0,0,0,3646,1,1,2024-07-06 10:29:00,0,,,
TXN000336,9999.38,P2P,SBI,ICICI,Android,13,2,14,1306.5,1,2,4,1,0,2024-10-09 13:09:00,1,,,
TXN000337,10111.93,Shopping,Kotak,SBI,iOS,13,1,4,320.9,0,1,2183,0,0,2024-02-20 13:02:00,0,,,
TXN000338,35895.08,Bill Payment,BOI,PNB,Web,1,1,3,464.2,0,1,3310,0,0,2024-04-16 01:41:00,0,,,
TXN000339,5.76,P2M,ICICI,BOI,Web,1,5,8,753.1,1,5,7,1,1,2024-04-20 01:33:00,1,,,
TXN000340,9999.92,Bill Payment,PNB,PNB,iOS,11,4,10,1874.9,1,3,18,0,0,2024-02-23 11:10:00,1,,,
TXN000341,31665.71,Recharge,BOI,SBI,Web,18,4,1,281.6,0,1,1504,0,0,2024-06-14 18:38:00,0,,,
TXN000342,1.15,Shopping,ICICI,HDFC,Android,0,1,15,554.3,0,4,30,1,0,2024-04-23 00:13:00,1,,,
TXN000343,7813.79,P2P,PNB,Canara,Android,10,4,1,128.1,0,1,2360,0,0,2024-10-25 10:15:00,0,,,
TXN000344,44952.21,Bill Payment,PNB,BOI,iOS,16,6,5,150.2,0,1,351,0,1,2024-02-18 16:38:00,0,,,
TXN000345,6035.82,P2P,PNB,ICICI,iOS,17,5,4,464.3,0,1,251,0,1,2024-11-30 17:54:00,0,,,
TXN000346,11047.65,P2M,ICICI,PNB,Android,5,5,4,287.6,1,1,1216,0,1,2024-07-20 05:28:00,0,,,
TXN000347,37268.3,Shopping,Axis,Canara,iOS,14,1,3,250.9,0,0,3151,0,0,2024-05-14 14:05:00,0,,,
TXN000348,9813.0,P2P,HDFC,BOI,iOS,15,2,1,35.8,0,1,2834,0,0,2024-09-25 15:15:00,0,,,
TXN000349,9532.58,P2P,Axis,Axis,Web,11,6,2,84.6,0,1,2582,0,1,2024-12-01 11:01:00,0,,,
TXN000350,37889.11,Bill Payment,SBI,PNB,Web,18,1,0,121.5,0,0,3588,0,0,2024-02-27 18:47:00,0,,,
TXN000351,15262.85,P2M,SBI,BOI,Web,13,1,5,269.0,0,1,2277,0,0,2024-06-18 13:13:00,0,,,
TXN000352,26344.69,P2P,HDFC,BOI,Web,10,2,1,394.6,0,0,1934,0,0,2024-01-31 10:18:00,0,,,
TXN000353,42605.63,P2P,PNB,Canara,Web,16,6,2,433.7,0,0,1589,0,1,2024-02-25 16:01:00,0,,,
TXN000354,9329.01,P2M,SBI,PNB,Web,13,3,5,10.7,0,1,1396,0,0,2024-08-22 13:35:00,0,,,
TXN000355,31265.3,P2M,ICICI,PNB,iOS,9,4,0,312.9,0,0,2303,0,0,2024-09-13 09:17:00,0,,,
TXN000356,4398.87,Shopping,PNB,Canara,Web,11,4,5,343.3,0,0,1776,0,0,2024-12-13 11:39:00,0,,,
TXN000357,147870.9,Shopping,HDFC,ICICI,iOS,20,4,9,1575.2,0,3,11,1,0,2024-06-07 20:44:00,1,,,
TXN000358,7284.69,P2P,ICICI,ICICI,Android,3,2,3,480.6,0,1,652,0,0,2024-06-12 03:56:00,0,,,
TXN000359,30602.96,Recharge,ICICI,Canara,Web,10,3,1,298.2,0,0,1501,0,0,2024-10-17 10:39:00,0,,,
TXN000360,9206.98,P2M,Axis,Axis,Android,12,4,1,96.6,1,0,1135,0,0,2024-08-30 12:08:00,0,,,
TXN000361,47735.41,P2P,BOI,PNB,iOS,12,0,5,162.4,0,0,1781,0,0,2024-11-11 12:31:00,0,,,
TXN000362,37125.97,P2P,Axis,BOI,Web,15,2,5,393.5,0,1,1901,0,0,2024-09-25 15:41:00,0,,,
TXN000363,108109.68,P2P,ICICI,Canara,Web,9,0,14,2434.2,1,3,14,1,0,2024-07-22 09:56:00,1,,,
TXN000364,36135.11,Recharge,Axis,Canara,Android,7,5,5,273.2,0,1,1876,1,1,2024-10-26 07:57:00,0,,,
TXN000365,34588.95,Shopping,BOI,ICICI,iOS,20,6,5,61.8,0,1,2627,0,1,2024-03-24 20:45:00,0,,,
TXN000366,2204.87,P2P,BOI,Kotak,iOS,8,3,5,431.3,0,0,762,0,0,2024-06-20 08:36:00,0,,,
TXN000367,48048.7,Recharge,SBI,Canara,Android,10,1,1,480.2,1,1,80,0,0,2024-04-02 10:07:00,0,,,
TXN000368,32976.94,P2M,SBI,ICICI,Android,13,2,4,300.1,0,1,2568,0,0,2024-08-14 13:05:00,0,,,
TXN000369,9999.06,Shopping,ICICI,Canara,Web,20,5,7,622.6,1,3,6,0,1,2024-06-01 20:21:00,1,,,
TXN000370,46574.68,Bill Payment,Canara,ICICI,Android,7,6,2,448.8,0,1,3484,0,1,2024-06-02 07:20:00,0,,,
TXN000371,13728.18,Shopping,Kotak,BOI,Web,14,2,5,104.5,1,0,2011,0,0,2024-09-25 14:13:00,0,,,
TXN000372,12990.41,Shopping,Axis,Kotak,Android,14,4,1,307.1,0,1,2047,0,0,2024-11-15 14:22:00,0,,,
TXN000373,53598.02,Bill Payment,HDFC,Kotak,iOS,19,2,6,1334.5,1,3,1,0,0,2024-07-31 19:26:00,1,,,
TXN000374,16202.95,Bill Payment,PNB,Canara,iOS,0,1,2,198.0,0,0,3438,0,0,2024-12-17 00:21:00,0,,,
TXN000375,32286.15,Shopping,Kotak,PNB,Web,13,6,4,448.0,0,1,3071,0,1,2024-11-17 13:29:00,0,,,
TXN000376,10421.04,P2M,BOI,ICICI,Web,16,6,1,140.2,1,1,2596,0,1,2024-06-30 16:04:00,0,,,
TXN000377,10000.72,P2M,HDFC,PNB,Android,0,1,20,2692.6,1,4,7,1,0,2024-07-30 00:05:00,1,,,
TXN000378,45668.56,Shopping,Kotak,PNB,Android,12,5,3,452.5,0,1,2010,0,1,2024-01-13 12:51:00,0,,,
TXN000379,4921.6,P2P,SBI,Kotak,Android,22,5,1,102.6,1,1,2953,0,1,2024-09-21 22:43:00,0,,,
TXN000380,29718.44,Bill Payment,Axis,PNB,Android,7,1,0,51.6,0,1,122,0,0,2024-08-27 07:56:00,0,,,
TXN000381,13839.71,Shopping,HDFC,Axis,Web,11,1,0,136.3,0,0,92,0,0,2024-08-13 11:42:00,0,,,
TXN000382,15931.06,Shopping,Canara,SBI,Android,8,3,2,287.0,0,1,2541,0,0,2024-12-26 08:51:00,0,,,
TXN000383,185493.86,P2P,Canara,ICICI,Android,11,0,19,2040.8,1,3,23,0,0,2024-04-01 11:45:00,1,,,
TXN000384,45985.26,P2M,Kotak,PNB,iOS,13,2,5,322.2,0,1,979,0,0,2024-08-21 13:19:00,0,,,
TXN000385,45864.05,P2M,Kotak,PNB,Web,11,5,3,15.1,0,1,1990,0,1,2024-06-15 11:29:00,0,,,
TXN000386,25402.4,Shopping,BOI,Axis,Web,12,1,0,162.9,0,1,2212,0,0,2024-12-31 12:50:00,0,,,
TXN000387,7959.42,Shopping,Axis,ICICI,Web,13,5,1,407.0,0,1,2353,0,1,2024-02-03 13:21:00,0,,,
TXN000388,36970.96,Bill Payment,BOI,HDFC,Web,16,4,4,298.0,0,0,3397,0,0,2024-09-06 16:07:00,0,,,
TXN000389,7.94,P2M,Canara,Kotak,iOS,16,3,11,2542.6,0,2,25,1,0,2024-02-01 16:05:00,1,,,
TXN000390,22363.52,Bill Payment,HDFC,SBI,Web,9,1,4,397.2,0,1,2970,0,0,2024-06-11 09:19:00,0,,,
TXN000391,20215.83,Bill Payment,HDFC,Kotak,Android,8,3,2,450.5,0,0,2910,0,0,2024-05-30 08:03:00,0,,,
TXN000392,35114.07,P2M,Axis,BOI,iOS,12,1,3,203.0,0,0,2743,0,0,2024-06-11 12:45:00,0,,,
TXN000393,7721.82,Recharge,ICICI,HDFC,Android,23,0,1,5.8,0,0,2984,0,0,2024-12-09 23:08:00,0,,,
TXN000394,20798.61,Recharge,PNB,Axis,Android,13,6,3,311.6,0,1,2291,0,1,2024-12-22 13:38:00,0,,,
TXN000395,381.43,Shopping,Canara,PNB,Android,13,2,4,134.6,0,1,167,0,0,2024-05-01 13:45:00,0,,,
TXN000396,48087.27,P2P,Kotak,SBI,iOS,7,3,2,232.5,1,0,1034,0,0,2024-09-26 07:54:00,0,,,
TXN000397,549.06,Shopping,Kotak,Kotak,Android,13,2,5,165.8,0,1,1214,0,0,2024-08-28 13:36:00,0,,,
TXN000398,28911.27,Bill Payment,Kotak,ICICI,Web,14,0,5,312.2,0,0,549,0,0,2024-12-02 14:18:00,0,,,
TXN000399,42894.34,Bill Payment,Axis,Canara,Android,1,1,1,455.1,0,1,1544,0,0,2024-02-27 01:38:00,0,,,
TXN000400,43102.1,Recharge,Axis,Canara,Web,11,1,4,467.0,0,1,3113,0,0,2024-02-13 11:09:00,0,,,
TXN000401,10550.73,Recharge,Kotak,Canara,Web,17,1,5,132.2,0,0,716,0,0,2024-06-25 17:03:00,0,,,
TXN000402,46123.74,Recharge,BOI,PNB,Web,9,6,3,237.3,0,1,78,0,1,2024-12-15 09:45:00,0,,,
TXN000403,2060.47,P2P,Kotak,BOI,iOS,20,4,3,305.2,0,1,1402,0,0,2024-11-22 20:22:00,0,,,
TXN000404,37457.05,P2P,HDFC,SBI,iOS,17,0,1,260.0,0,0,1313,0,0,2024-10-28 17:49:00,0,,,
TXN000405,5.01,P2P,HDFC,ICICI,iOS,8,3,7,642.2,1,3,20,0,0,2024-01-18 08:01:00,1,,,
TXN000406,44995.86,Recharge,Kotak,BOI,Web,14,3,0,347.8,0,1,2735,0,0,2024-04-04 14:57:00,0,,,
TXN000407,38496.33,Bill Payment,Kotak,ICICI,iOS,11,5,0,138.6,1,1,1392,0,1,2024-03-23 11:49:00,0,,,
TXN000408,9999.79,P2P,HDFC,HDFC,Web,13,3,18,1046.0,1,5,23,1,0,2024-03-14 13:34:00,1,,,
TXN000409,38864.09,Bill Payment,BOI,SBI,Web,1,2,5,320.2,0,1,1121,0,0,2024-09-11 01:09:00,0,,,
TXN000410,38551.82,Recharge,HDFC,PNB,iOS,13,3,5,390.5,0,0,43,0,0,2024-07-25 13:54:00,0,,,
TXN000411,20036.73,Bill Payment,Axis,ICICI,Web,15,2,2,267.3,0,0,3475,0,0,2024-11-27 15:05:00,0,,,
TXN000412,107624.55,P2P,Axis,Canara,iOS,15,1,7,2713.0,1,3,5,1,0,2024-07-02 15:31:00,1,,,
